# Generated by scripts/generate-korean-completion-dictionary.ps1
# Source: National Institute of Korean Language, Korean learning vocabulary list
# Source SHA-256: 3B49681F05D6A7490C13DA2A2847E433EFFDF65DA409FD295792D6EE33685064
# License: Korea Open Government License Type 1 (attribution)
# Format: display priority<TAB>word; lower priority sorts first
001135	고등학교
001136	공개
001137	교실
001138	견디다
001139	기사
001140	막히다
001141	매체
001142	복잡하다
001143	뿌리다
001144	영역
001145	체험
001146	구속
001147	때로
001148	어쩌면
001149	극복하다
001150	불법
001151	비밀
001152	쓰이다
001153	일정하다
001154	다지다
001155	밝혀지다
001156	아까
001157	알맞다
001158	이념
001159	희다
001160	가리키다
001161	모시다
001162	발달
001163	수많다
001164	잘못
001165	치르다
001166	평화
001167	공사
001168	똑같다
001169	박사
001170	전문가
001171	단지
001172	말씀하다
001173	무용
001174	불리다
001175	싸움
001176	자꾸
001177	차리다
001178	해외
001179	그리
001180	뜨다
001181	문화재
001182	미소
001183	보통
001184	식당
001185	의미하다
001186	이래
001187	체육
001188	구성되다
001189	독특하다
001190	사례
001191	소개하다
001192	잘되다
001193	추진하다
001194	칠월
001195	평균
001196	훈련
001197	흐름
001198	십이월
001199	쌓이다
001200	이익
001201	쥐다
001202	게다가
001203	끓이다
001204	논문
001205	멈추다
001206	사용되다
001207	오랫동안
001208	위기
001209	정당
001210	종이
001211	찾아가다
001212	폭력
001213	혹시
001214	늘다
001215	절차
001216	진짜
001217	공기
001218	닿다
001219	속하다
001220	올림픽
001221	이외
001222	재미
001223	제공하다
001224	증가하다
001225	기대
001226	식물
001227	외치다
001228	적어도
001229	편하다
001230	권리
001231	끝내다
001232	대답
001233	시작
001234	어려움
001235	일주일
001236	자원
001237	넘기다
001238	물체
001239	분명히
001240	시위
001241	아무것
001242	젖다
001243	제외하다
001244	최대
001245	평소
001246	견해
001247	깨끗하다
001248	농사
001249	더구나
001250	안정
001251	어둠
001252	어둡다
001253	어쨌든
001254	주택
001255	고장
001256	관련하다
001257	눈길
001258	물어보다
001259	미안하다
001260	밀다
001261	스트레스
001262	주어지다
001263	고려하다
001264	과일
001265	널리
001266	농촌
001267	올라오다
001268	챙기다
001269	고르다
001270	벌어지다
001271	소재
001272	전망
001273	포기하다
001274	형성되다
001275	고치다
001276	그림자
001277	다하다
001278	마침내
001279	비교하다
001280	시월
001281	커지다
001282	한쪽
001283	검사
001284	결론
001285	들이다
001286	맡기다
001287	박물관
001288	소문
001289	싣다
001290	쌓다
001291	어서
001292	자녀
001293	제목
001294	판결
001295	팔월
001296	하얗다
001297	희망
001298	가방
001299	군대
001300	그만큼
001301	무어
001302	비로소
001303	상대방
001304	서구
001305	소유
001306	시골
001307	실수
001308	잘못되다
001309	치료
001310	내밀다
001311	부문
001312	시리즈
001313	임신
001314	잡히다
001315	규정
001316	그램
001317	분석하다
001318	식구
001319	아예
001320	어찌
001321	울리다
001322	작용하다
001323	확실하다
001324	개선
001325	그릇
001326	글자
001327	바람직하다
001328	연구하다
001329	착하다
001330	라디오
001331	마련
001332	부동산
001333	신화
001334	직업
001335	거두다
001336	방학
001337	범위
001338	조상
001339	철학
001340	검다
001341	근본적
001342	너희
001343	대형
001344	따다
001345	문제점
001346	본격적
001347	불가능하다
001348	인제
001349	충격
001350	퍼지다
001351	금방
001352	남쪽
001353	누르다
001354	미술
001355	백성
001356	상당히
001357	색깔
001358	요리
001359	유명하다
001360	자네
001361	외국인
001362	한참
001363	군사
001364	끊다
001365	넘어가다
001366	담기다
001367	마당
001368	부인
001369	서두르다
001370	지적
001371	참으로
001372	충분하다
001373	기쁘다
001374	뛰다
001375	숙제
001376	앞두다
001377	예산
001378	온갖
001379	우려
001380	우산
001381	기쁨
001382	깊이
001383	꾸미다
001384	늘리다
001385	무릎
001386	발견되다
001387	보호하다
001388	시스템
001389	이용
001390	지난달
001391	지르다
001392	참여
001393	걸음
001394	겨우
001395	마르다
001396	비교적
001397	애쓰다
001398	올바르다
001399	책상
001400	춥다
001401	흔하다
001402	높아지다
001403	늙다
001404	단위
001405	둘째
001406	뛰어나다
001407	무겁다
001408	상상
001409	소득
001410	수도
001411	인식하다
001412	침대
001413	맺다
001414	수요
001415	스타
001416	시계
001417	입술
001418	중간
001419	지도자
001420	천천히
001421	구성하다
001422	대체로
001423	때리다
001424	몹시
001425	문득
001426	스포츠
001427	위원장
001428	저기
001429	특별하다
001430	효과적
001431	가까이
001432	낫다
001433	넘어서다
001434	볶다
001435	생산하다
001436	언젠가
001437	예술가
001438	의도
001439	저지르다
001440	줄어들다
001441	가만히
001442	교회
001443	대개
001444	외부
001445	한두
001446	한때
001447	가난하다
001448	고객
001449	과학자
001450	관광
001451	살아오다
001452	상대적
001453	수술
001454	식품
001455	연기
001456	일월
001457	첫째
001458	회원
001459	도서관
001460	들려오다
001461	조금씩
001462	조미료
001463	풀리다
001464	강력하다
001465	들여다보다
001466	마늘
001467	선물
001468	습관
001469	아주머니
001470	위험
001471	지하
001472	활용하다
001473	가꾸다
001474	고민
001475	떠올리다
001476	법률
001477	상처
001478	좁다
001479	지하철
001480	집다
001481	화면
001482	대표적
001483	만일
001484	사회적
001485	생겨나다
001486	이어
001487	주부
001488	진리
001489	태양
001490	틀림없다
001491	프로
001492	피다
001493	공급
001494	도로
001495	동료
001496	지다
001497	채우다
001498	균형
001499	기본적
001500	부족
001501	사무실
001502	이월
001503	일요일
001504	접근
001505	지켜보다
001506	개성
001507	더하다
001508	띄다
001509	무너지다
001510	이러다
001511	일어서다
001512	총장
001513	핵심
001514	후반
001515	단순히
001516	달려가다
001517	방문
001518	불만
001519	불편하다
001520	실제
001521	관객
001522	동작
001523	뜻하다
001524	밀리미터
001525	비싸다
001526	숫자
001527	왼쪽
001528	중세
001529	택시
001530	통합
001531	계산
001532	꼬리
001533	놀랍다
001534	양식
001535	예전
001536	전기
001537	주식
001538	틀리다
001539	끊임없이
001540	모델
001541	붓다
001542	상식
001543	상표
001544	시원하다
001545	아니하다
001546	의식하다
001547	고모
001548	궁금하다
001549	둘러싸다
001550	민주화
001551	보도
001552	살피다
001553	약하다
001554	잘못하다
001555	잡지
001556	거부하다
001557	공무원
001558	그만두다
001559	반갑다
001560	실시
001561	운명
001562	재정
001563	차라리
001564	학자
001565	다녀오다
001566	대규모
001567	민간
001568	법원
001569	비디오
001570	사실상
001571	아끼다
001572	이쪽
001573	지대
001574	판단하다
001575	행복하다
001576	굽다
001577	기름
001578	실천하다
001579	쏟아지다
001580	연습
001581	오른쪽
001582	용어
001583	익히다
001584	지도
001585	지위
001586	풍부하다
001587	화장실
001588	기억하다
001589	식량
001590	실험
001591	용기
001592	토론
001593	고급
001594	고생
001595	밟다
001596	상당하다
001597	섞다
001598	수석
001599	없애다
001600	이뤄지다
001601	적절하다
001602	정상
001603	제사
001604	주말
001605	지혜
001606	참새
001607	화장품
001608	굵다
001609	깨끗이
001610	낡다
001611	내년
001612	농산물
001613	눈앞
001614	대학생
001615	방문하다
001616	붉다
001617	순서
001618	아무래도
001619	연구소
001620	위대하다
001621	이사
001622	지배하다
001623	가령
001624	거대하다
001625	닫다
001626	드물다
001627	들르다
001628	매달리다
001629	생일
001630	이하
001631	참석하다
001632	토대
001633	해결
001634	행복
001635	걸어가다
001636	근로자
001637	글쎄
001638	목숨
001639	백화점
001640	변화하다
001641	빠져나가다
001642	안녕하다
001643	여론
001644	의복
001645	체조
001646	출발하다
001647	현실적
001648	화제
001649	결정되다
001650	고양이
001651	공격
001652	물가
001653	민주주의
001654	불안
001655	소중하다
001656	여유
001657	의문
001658	중학교
001659	킬로미터
001660	파도
001661	흰색
001662	가수
001663	방송국
001664	빛나다
001665	숨다
001666	실리다
001667	압력
001668	예금
001669	예상되다
001670	입학
001671	증권
001672	직후
001673	차량
001674	출산
001675	물다
001676	선진국
001677	어느새
001678	재판
001679	저쪽
001680	제자
001681	창문
001682	치즈
001683	회복
001684	구역
001685	대응
001686	반대하다
001687	발휘하다
001688	소비
001689	심장
001690	아이고
001691	조용히
001692	중소기업
001693	직접적
001694	진실
001695	필자
001696	협력
001697	가스
001698	계층
001699	구멍
001700	담당
001701	만화
001702	먹이다
001703	무시하다
001704	보도하다
001705	살짝
001706	생각나다
001707	우유
001708	인상
001709	차갑다
001710	철저하다
001711	태아
001712	관찰하다
001713	괜히
001714	끼다
001715	날개
001716	녀석
001717	눈빛
001718	두르다
001719	드디어
001720	물속
001721	민주
001722	성공하다
001723	소나무
001724	여기저기
001725	여인
001726	운영하다
001727	평가하다
001728	필요성
001729	감추다
001730	머무르다
001731	부위
001732	비우다
001733	설치하다
001734	십일월
001735	싸다
001736	아울러
001737	지시
001738	형성하다
001739	형제
001740	화려하다
001741	거울
001742	덧붙이다
001743	몇몇
001744	무기
001745	세계적
001746	안전
001747	양파
001748	일종
001749	처지
001750	촬영
001751	틀다
001752	형편
001753	감다
001754	고추
001755	규칙
001756	본질
001757	비치다
001758	서서히
001759	스승
001760	신분
001761	실시되다
001762	아마도
001763	안방
001764	앓다
001765	어제
001766	오직
001767	위험하다
001768	졸업하다
001769	증거
001770	초점
001771	포함되다
001772	호랑이
001773	강화하다
001774	공포
001775	권위
001776	둥글다
001777	미루다
001778	본래
001779	부엌
001780	세금
001781	실정
001782	영양
001783	육체
001784	입구
001785	잔뜩
001786	적극
001787	최소한
001788	펼쳐지다
001789	경험하다
001790	그이
001791	넘치다
001792	놓치다
001793	대기
001794	독립
001795	돌아보다
001796	또다시
001797	머릿속
001798	북쪽
001799	불안하다
001800	쇠고기
001801	위반
001802	카드
001803	평생
001804	해당하다
001805	간부
001806	관념
001807	굉장히
001808	단어
001809	덮다
001810	도와주다
001811	도입
